stock,open,low,high,close
stockN,27105.80,26677.31,31244.82,28904.52
stockX,36221.49,23847.85,42235.61,29127.40
stockN,43183.38,42529.55,65905.11,60598.82
stockU,27484.56,26797.22,34918.40,29924.78
stockI,21077.40,19257.80,31871.66,21807.29
stockU,35074.84,34454.05,40122.52,35725.43
stockR,32491.49,31173.33,35446.77,32738.91
stockP,33709.63,31971.40,39217.59,34417.57
stockH,28436.64,23108.89,45773.48,34473.79
stockW,34711.89,32326.73,34769.99,33162.26
stockP,33111.58,32471.86,37917.18,34064.59
stockW,43267.14,30496.02,66373.26,39707.09
stockE,37558.56,32967.75,46057.16,42427.10
stockW,39395.90,36986.01,40867.36,37409.42
stockG,40518.20,36095.50,44650.06,40997.41
stockY,49529.44,49236.07,50049.60,49403.67
stockW,40134.74,35043.21,42116.55,38885.16
stockL,29227.66,29126.22,33212.94,30994.41
stockK,37778.28,35719.75,39651.50,39156.56
stockC,32079.64,29289.68,44079.39,35659.43
stockQ,47451.36,41374.33,48309.18,43686.33
stockV,52187.39,51077.27,52443.22,52263.04
stockH,33297.05,27137.80,35010.04,34569.25
stockV,55476.49,32840.84,56323.38,49018.01
stockW,47248.87,46110.89,50860.98,47560.25
stockB,26406.75,15117.51,35743.88,23850.35
stockA,30929.20,26707.96,39454.56,39381.62
stockU,37296.73,35694.63,38557.59,36180.84
stockG,36128.12,30419.28,59047.95,37189.12
stockS,25864.53,15341.57,49300.08,27241.13
stockV,42571.35,27793.02,49398.22,29480.63
stockD,34587.87,33526.77,34986.38,34240.64
stockI,44458.89,38542.01,49439.56,38854.10
stockT,38207.46,24168.54,55182.68,53027.74
stockA,33468.65,30503.08,40073.52,32606.78
stockJ,36185.45,33008.64,36391.65,36310.20
stockR,37205.67,37171.77,37587.60,37505.43
stockP,29701.60,27367.42,36396.10,35203.05
stockD,45868.11,40801.51,49706.08,49701.35
stockB,50530.14,44287.24,51586.10,48600.13
stockZ,45814.14,26724.75,52825.43,27584.63
stockK,33295.93,30345.68,35800.49,35657.41
stockD,39871.61,23256.25,41350.38,35322.83
stockK,46037.44,36323.58,46165.87,39340.08
stockR,43592.84,41132.85,48179.98,45596.19
stockU,44907.95,37146.70,58301.39,37816.28
stockW,40229.75,34627.92,42682.63,39242.11
stockU,27194.87,24481.83,42985.92,29287.36
stockR,33394.39,29252.83,51519.63,38142.17
stockV,46161.80,36925.84,53614.83,51661.57
stockB,32053.29,31721.80,37191.90,34814.73
stockV,28689.29,27838.16,34044.37,28011.26
stockL,43149.09,36398.80,43445.34,42018.43
stockT,41568.79,18018.43,52570.98,49537.51
stockZ,11711.49,10013.16,25745.70,13024.39
stockA,47130.65,33763.80,50116.88,47668.17
stockM,24249.73,9956.95,47604.42,40867.02
stockO,37302.72,22043.48,38015.20,37295.14
stockL,43902.79,43814.80,45531.88,45063.44
stockN,47853.60,36210.10,58272.74,55033.56
stockE,27125.39,19708.70,27902.87,26253.72
stockC,41930.73,29787.02,48321.93,30878.01
stockQ,30375.23,30205.96,30892.56,30510.61
stockV,30497.74,24253.87,34709.58,27159.22
stockR,44509.84,35848.60,48447.27,44187.05
stockG,31589.04,30946.06,33484.77,31547.05
stockN,52075.55,50878.05,61910.60,58389.03
stockG,67832.71,23703.04,73025.13,56276.98
stockQ,31632.57,30570.04,34537.44,32726.78
stockM,57814.01,38139.04,60606.44,51719.31
stockR,34982.26,22820.59,43328.58,25801.32
stockW,39453.87,36947.90,42272.00,40782.57
stockF,48822.95,37825.66,50885.20,49463.48
stockM,37094.96,32604.18,38853.59,35691.52
stockD,28364.63,23063.57,52750.94,28660.69
stockT,36447.48,29531.25,44007.04,33094.42
stockW,40390.18,30823.11,58689.89,34551.43
stockD,43353.34,31932.56,51441.70,39150.81
stockM,35337.81,31170.34,41280.88,38741.45
stockA,50362.50,46412.52,54868.50,54819.88
stockO,14932.05,12178.34,25681.27,20606.75
stockR,43804.33,27230.10,44897.46,35782.25
stockQ,40347.88,38799.19,50301.85,46372.16
stockZ,39212.50,38141.00,40599.70,39941.70
stockI,28041.53,23160.46,35285.75,26806.36
stockU,40536.74,36489.13,45974.51,45080.95
stockZ,34331.19,34237.52,45787.66,43973.07
stockP,30116.09,30109.23,30726.13,30597.84
stockG,22609.36,15771.71,23093.26,22043.31
stockY,33181.11,27226.21,37704.79,36323.65
stockU,54564.08,29546.67,61838.32,54667.61
stockF,18767.10,18208.80,29325.87,26687.45
stockQ,43989.98,37777.56,52778.03,40913.19
stockG,43586.40,41503.97,48759.71,48089.29
stockS,51053.61,50282.62,51067.55,50423.28
stockA,34973.76,25590.73,51986.63,34975.70
stockU,47853.41,46447.86,47930.75,46740.67
stockA,33371.45,16848.66,34946.14,18741.84
stockH,26399.97,24592.61,28235.14,25051.11
stockL,51784.87,47815.53,53142.90,49658.03
stockP,24497.11,24133.44,24909.34,24417.57
stockQ,47516.74,45936.57,47906.87,47713.21
stockT,32763.30,18270.23,36544.79,19204.56
stockE,58462.34,55896.40,61108.63,56308.40
stockC,39804.22,38478.35,39929.21,38524.84
stockW,33084.31,12226.11,45774.82,41771.90
stockR,25575.89,21265.91,30513.12,23226.03
stockL,16450.55,15768.33,16887.17,16143.38
stockP,40784.37,35959.60,60089.12,50383.56
stockW,43372.68,30259.60,45604.60,40859.24
stockU,40852.15,33393.74,45184.00,39863.46
stockC,21561.30,21320.32,32630.62,29805.65
stockX,36230.75,31800.86,57885.48,49628.14
stockM,44160.21,42790.56,47507.57,44534.86
stockY,30234.15,29278.71,43644.50,29957.16
stockV,37391.75,20177.50,48982.25,28536.13
stockV,27759.20,17510.31,35936.42,17671.22
stockC,31787.65,28737.02,44014.65,38751.94
stockL,37414.01,35992.14,39568.98,37963.78
stockE,46496.22,45555.91,56407.15,50471.50
stockA,25020.66,24900.09,51100.44,39034.08
stockR,19766.93,10890.07,30530.34,26299.66
stockR,49395.44,41869.73,53660.99,51797.48
stockQ,47685.86,41666.93,50166.23,47488.80
stockU,36233.54,27614.24,37536.42,36551.86
stockH,54546.12,45820.12,54673.01,47673.93
stockF,33911.14,30608.96,45119.30,34709.03
stockA,42669.64,40702.36,48416.76,47554.89
stockX,48062.57,45813.79,48103.32,47463.12
stockN,41921.59,41352.88,45862.80,43553.07
stockL,25932.48,22364.86,38772.63,27032.85
stockO,65826.98,58621.35,67763.12,65704.37
stockW,24030.00,20079.05,35851.45,24017.22
stockV,31900.85,24945.78,46438.40,35218.03
stockD,24715.36,24502.79,26551.54,25055.40
stockD,35047.48,20402.78,61589.56,45789.94
stockU,48748.58,31872.73,49231.98,45335.15
stockE,28255.32,25539.92,39984.31,39303.65
stockF,34394.57,32390.45,46867.00,38771.57
stockD,26743.48,18671.76,32362.55,20038.87
stockQ,25009.20,18800.84,26793.72,25694.17
stockV,46865.75,13706.62,48924.63,33480.63
stockK,31807.15,30993.36,42441.28,39861.27
stockD,37517.03,37511.53,48152.82,42785.44
stockW,37399.01,34244.89,38159.78,35359.83
stockT,38432.20,31175.94,40301.06,33446.49
stockU,50988.99,33052.47,57847.65,34095.01
stockB,31981.00,29491.86,41988.40,30325.45
stockE,24057.63,18693.22,24704.98,20232.56
stockQ,33002.32,32992.75,33023.76,33000.66
stockU,45308.50,43853.79,50171.39,44696.60
stockP,42756.17,29275.55,42810.03,31024.79
stockW,46690.85,39770.00,54011.85,49041.21
stockU,35271.26,33455.87,35296.18,33595.30
stockV,43958.62,37336.35,49587.94,42041.14
stockW,42752.84,33042.92,45705.63,33776.36
stockP,31531.66,27755.95,32136.98,28503.35
stockK,49400.95,33585.47,52230.02,51085.35
stockK,21450.78,19228.21,29011.95,26793.51
stockW,48132.24,44067.23,50649.45,45426.10
stockN,41604.74,40284.92,41925.33,40569.96
stockF,31547.37,31440.91,31625.03,31534.93
stockA,39055.90,32555.55,46265.97,42764.89
stockE,38515.34,33254.94,40906.18,36836.47
stockJ,43184.76,34647.65,43290.38,40863.73
stockQ,31857.01,25501.11,34826.16,27802.42
stockF,47698.82,44720.91,48765.54,46022.42
stockJ,24877.17,21672.90,44913.23,28632.66
stockR,34677.03,30266.64,39509.94,36814.01
stockB,42549.75,27312.76,46335.21,30033.79
stockA,48155.90,47577.13,49622.35,48358.95
stockY,28495.67,23808.25,31808.17,29008.05
stockH,21807.93,21574.66,22455.43,21745.74
stockM,44061.23,33169.85,47230.83,44233.86
stockI,37477.02,32805.89,45472.37,35826.35
stockK,61804.19,31372.67,65440.76,55734.03
stockV,24199.30,23140.73,41908.08,27214.98
stockG,42629.82,29627.47,42684.69,32356.68
stockW,36333.89,35941.76,36341.52,36062.28
stockJ,60877.26,41068.20,66324.31,64387.39
stockX,36819.82,30840.73,40127.02,39120.11
stockW,46250.63,41692.00,48446.08,46187.18
stockK,33980.17,31348.53,36040.86,35157.28
stockU,41405.35,33700.11,45703.55,41793.69
stockH,26191.03,26178.87,26201.66,26186.69
stockI,45416.86,34562.17,47556.19,43779.60
stockT,43670.28,43082.46,53145.85,44853.34
stockC,33312.36,29777.33,39378.51,35710.42
stockU,29657.81,29637.75,34759.04,33850.46
stockQ,29149.95,26465.59,30577.34,27593.50
stockH,39029.32,29650.59,45876.86,33030.67
stockT,51239.61,47629.12,56965.77,54287.75
stockF,48445.71,36118.29,59436.15,48805.93
stockT,29714.17,29641.07,31299.04,30442.52
stockT,36266.51,36143.32,36287.78,36263.31
stockI,44525.86,28120.07,46678.20,37603.38
stockR,31095.46,16508.62,41970.60,39517.85
stockG,19645.57,7961.34,20321.02,15136.85
stockB,44197.06,29890.71,49014.66,32584.85
stockR,44561.37,31457.81,47077.37,38696.11
stockZ,31916.21,15294.04,39156.06,36461.18
stockJ,46888.46,43267.98,54541.38,47001.60
stockF,22563.76,13740.63,36515.70,35419.74
stockK,49786.22,45299.11,54993.43,50302.57
stockP,34668.81,30915.09,39984.18,39835.08
stockD,45855.39,40924.13,50179.00,41224.65
stockE,33312.22,28166.68,48211.43,28302.89
stockP,27528.14,14902.36,44594.09,27529.97
stockF,48027.02,43796.51,57326.93,53010.92
stockX,29733.21,29384.26,29785.45,29761.68
stockQ,37001.79,22070.28,47880.28,34082.12
stockP,29402.34,23990.67,30854.25,30219.41
stockK,57179.76,49709.51,58761.33,56646.45
stockQ,41258.73,36800.35,44400.72,41935.67
stockM,45446.99,42924.19,46280.49,44239.35
stockY,40593.25,38370.70,49438.76,47754.05
stockN,52361.20,50137.67,53066.66,51800.48
stockY,26234.35,18820.94,33272.72,22835.71
stockT,43533.15,34502.92,45843.53,35977.52
stockT,31064.95,29803.01,34683.38,30169.34
stockD,33189.51,28041.15,40808.61,34080.35
stockP,40308.77,36997.90,55808.87,55271.37
stockE,33088.58,19692.12,37586.68,23088.30
stockP,29421.64,22521.47,60568.55,57692.07
stockJ,37958.79,31319.95,49885.30,44050.92
stockJ,41003.09,27808.34,44698.04,35403.05
stockR,19733.79,19656.75,23555.64,19857.34
stockB,26986.24,24406.33,52963.39,47333.41
stockK,43360.84,40358.32,47363.42,44030.82
stockA,42738.75,32031.20,47374.26,39161.67
stockM,32073.76,20332.26,34395.72,22939.59
stockN,27302.27,14375.34,41296.38,19686.69
stockB,55501.44,31022.67,57007.40,35330.02
stockQ,24111.74,16656.10,25254.19,24999.00
stockQ,53406.32,47084.85,53715.63,47343.11
stockE,57530.87,54778.10,58240.02,57871.58
stockB,32657.17,31861.75,32752.99,31932.90
stockI,28774.79,27456.42,28828.05,27907.70
stockU,31501.02,30770.81,32560.20,30952.87
stockJ,33792.62,26197.63,38982.08,36369.69
stockA,38015.54,37587.23,46493.26,40785.84
stockC,26612.00,21911.41,41544.60,26581.57
stockY,30663.16,29392.10,31219.32,30420.93
stockU,52674.68,39836.89,78084.61,48205.43
stockI,38155.84,38027.05,38750.90,38103.93
stockW,44220.18,38865.29,47668.56,46391.17
stockB,37885.71,34762.31,39261.57,35019.55
stockT,26978.43,26740.20,27660.10,27601.09
stockL,29703.70,27132.97,41013.87,28651.79
stockZ,25341.42,19154.21,27363.57,23676.64
stockI,48875.14,48032.61,49423.94,48866.30
stockF,34787.29,31438.96,35016.02,33123.40
stockG,30648.28,27531.45,44157.91,41999.90
stockV,42385.95,24464.02,46265.24,45845.34
stockE,37744.62,31116.11,61443.98,60500.35
stockN,48485.76,36089.98,56477.59,43352.15
stockL,28455.96,26949.82,38575.74,36364.49
stockV,54905.83,54248.67,64600.20,58809.89
stockK,38235.99,38229.40,38360.58,38302.30
stockQ,35996.49,33921.40,37284.70,34560.59
stockY,27517.57,14319.23,33746.48,27691.24
stockP,41538.06,38709.50,43878.89,43321.39
stockS,31092.32,29380.71,32806.28,32705.74
stockV,38604.27,36525.86,39754.14,36864.19
stockY,39352.70,35837.25,59342.05,45907.26
stockX,37816.72,27788.44,57024.08,45247.21
stockL,36657.29,36246.97,43031.63,39225.17
stockF,41230.82,41128.37,42838.64,42707.49
stockZ,36741.26,36185.50,40713.10,37248.87
stockJ,36198.66,35456.11,49829.62,41791.65
stockU,45767.85,35996.59,57834.22,56199.80
stockA,43787.53,42597.83,57713.26,49467.02
stockB,41090.54,31833.55,44625.68,42666.40
stockO,52789.90,47846.56,53861.16,53762.82
stockK,49244.58,30678.47,50994.03,48124.47
stockK,30153.13,30019.04,30427.02,30081.50
stockA,42175.32,33833.34,43304.73,43013.07
stockY,44808.21,42855.26,47783.95,43345.82
stockC,38678.98,28760.81,40301.66,33579.13
stockQ,46597.40,43568.18,58822.50,47046.27
stockD,46557.02,29438.56,47979.65,38191.35
stockV,49604.74,48489.28,49853.89,49437.30
stockV,49580.78,31531.71,55242.16,35466.94
stockR,43046.72,29244.00,48572.99,44008.65
stockU,39025.03,34559.90,45621.20,44914.63
stockZ,50635.57,48556.95,53158.86,52183.83
stockA,42003.14,41707.68,45285.07,43629.05
stockO,47898.52,42842.88,54967.83,47992.62
stockH,12585.67,12116.07,18614.54,16020.09
stockO,35514.59,29666.48,37285.96,33756.80
stockR,36837.86,36618.74,36909.53,36860.69
stockS,32241.28,29216.83,33932.33,31568.20
stockW,48705.51,33779.60,54929.40,43307.23
stockR,34776.63,33435.08,45037.90,37079.14
stockQ,27483.47,23759.00,40619.58,33140.00
stockD,26043.92,25574.27,26535.19,25833.60
stockS,36955.94,35671.82,46382.18,46174.83
stockE,49288.36,45511.42,52081.05,46038.97
stockD,38614.63,38009.74,45864.04,41780.33
stockM,34041.06,32788.66,34277.91,33446.41
stockL,43720.69,12527.35,50820.40,41957.70
stockG,37469.45,36466.91,48469.68,47348.30
stockV,31490.96,26489.41,48653.60,39431.54
stockE,26336.97,24916.30,29276.10,27569.92
stockU,13104.35,8365.83,18729.89,9126.75
stockA,44857.07,32961.54,66321.14,40495.74
stockO,44482.98,32237.12,45521.46,44708.99
stockZ,25692.03,25682.19,25782.31,25743.53
stockQ,42796.36,37661.38,55721.63,54134.64
stockW,42974.04,39380.67,44611.51,40078.27
stockN,31428.59,30540.23,35615.00,34254.92
stockL,38833.70,28808.89,43598.72,36951.71
stockU,47032.18,46209.39,47674.74,47488.04
stockI,36555.11,23511.46,46316.57,45489.44
stockI,36604.95,29942.57,39778.01,38598.89
stockT,35645.04,33952.88,39408.32,37515.15
stockX,26235.18,25428.85,39273.14,36336.84
stockD,28876.19,24641.67,37881.66,30398.82
stockD,33168.41,29136.28,35823.00,29886.42
stockV,33379.53,27353.96,47149.72,45009.91
stockY,32076.45,29769.63,43017.37,37242.47
stockZ,27887.26,23667.23,41036.82,24884.85
stockU,35737.72,31718.15,37039.30,34498.07
stockZ,26920.98,26036.07,27059.19,26813.78
stockA,42518.31,42127.27,43411.87,42379.43
stockO,40530.44,40225.67,40764.98,40707.92
stockY,41364.92,21201.84,46960.12,28374.17
stockN,36156.66,33542.13,38901.32,36470.01
stockP,31716.69,25990.84,45431.72,28011.02
stockP,61818.44,23350.53,64591.51,30035.58
stockS,37691.85,36675.00,41792.91,38074.34
stockE,38924.80,29956.47,41736.19,31496.57
stockT,66877.90,39255.20,80689.33,54654.89
stockH,62365.61,42347.80,62885.86,47714.07
stockB,48907.10,47913.17,56500.08,49610.96
stockM,39324.09,15610.25,40710.45,17027.62
stockV,32721.24,32654.16,33154.80,32668.73
stockT,38851.55,35402.33,41627.08,40699.38
stockT,33612.47,31018.11,34404.67,31659.18
stockU,43152.89,43117.17,43235.83,43171.60
stockS,31388.23,17388.42,43170.54,39492.07
stockQ,31369.29,27342.69,44210.24,30612.93
stockF,30496.63,29511.17,32058.68,30803.69
stockL,41755.42,38680.56,43737.15,41307.79
stockZ,32951.63,32922.66,32984.50,32954.22
stockN,52461.06,36867.26,57108.74,41377.60
stockD,55303.05,43923.16,56976.20,46229.53
stockU,41955.38,40833.97,42375.08,42098.82
stockI,30340.20,28244.92,33074.23,32101.74
stockQ,33628.09,16455.50,47481.83,42693.50
stockQ,44244.31,41078.42,45788.80,44521.69
stockC,38100.88,37932.33,42944.38,42349.98
stockU,36143.54,35853.91,41879.44,39905.35
stockI,28884.57,25689.01,41699.48,41113.15
stockT,34505.08,29924.06,49010.67,36095.88
stockR,41550.14,22609.72,49756.97,27784.63
stockU,37295.39,12364.21,48548.29,43686.38
stockP,34012.43,33412.15,44676.55,37850.90
stockS,32413.95,20379.39,34514.33,26611.03
stockM,28589.38,22304.15,33495.93,28538.41
stockK,50064.91,24748.15,61807.31,59487.22
stockC,36326.91,32589.06,37391.24,36020.85
stockH,23634.23,21241.78,24312.35,21397.17
stockW,44745.80,41992.71,49799.15,45679.15
stockK,34231.08,22690.79,60933.99,43588.00
stockL,26321.40,25304.92,27937.17,25554.54
stockN,47159.64,44050.79,59276.28,54057.08
stockJ,51414.16,51191.64,51489.15,51429.81
stockM,39732.93,36745.12,41584.83,40157.98
stockO,54598.33,43352.45,55736.53,46886.39
stockI,29817.98,28586.36,37996.65,36430.75
stockG,31165.18,18700.64,53894.15,22200.48
stockA,26252.55,25931.61,26597.00,26517.05
stockU,48313.15,41923.61,54369.18,49967.54
stockT,26417.70,24724.09,33086.25,29148.28
stockV,33494.05,27983.54,44251.50,36504.00
stockU,43613.78,42518.07,44944.60,42939.65
stockW,35417.60,28046.16,36734.95,32483.66
stockN,31411.57,31387.75,31513.12,31477.84
stockB,25669.22,16934.92,29721.98,17598.57
stockS,38911.32,38239.12,39820.94,38253.23
stockL,43922.55,20899.99,48313.80,40155.46
stockG,49053.81,42890.83,52458.63,47813.92
stockM,43163.31,41672.98,52553.53,50763.30
stockK,46825.53,27285.93,49010.17,45434.22
stockC,41828.47,34591.15,48811.15,37981.41
stockG,37245.15,37240.09,47907.26,46696.84
stockR,47006.43,24568.57,48793.63,43217.84
stockS,54792.79,54320.71,56260.28,56212.21
stockS,25641.32,25444.21,28737.12,28692.65
stockE,41888.44,33340.67,61290.44,39050.54
stockS,47149.70,40920.88,53310.96,45941.21
stockA,32144.04,30124.85,36921.50,30686.06
stockJ,42633.81,38676.32,47326.76,41060.95
stockB,35263.90,30584.01,45712.48,33349.48
stockT,27608.85,24379.66,46186.74,42233.39
stockB,39339.09,32822.86,46063.08,35181.62
stockS,41091.43,35670.64,43180.66,39383.94
stockG,49912.75,45070.35,53324.34,47637.38
stockN,44858.75,38341.59,50169.20,43057.96
stockC,46276.57,43493.44,48408.16,44183.93
stockQ,31293.20,29933.06,58173.48,53389.38
stockV,39284.24,30390.02,42066.89,38108.79
stockM,37870.19,34401.30,38816.39,37870.77
stockS,39810.29,28180.38,51535.90,30094.50
stockT,19581.44,14053.04,67282.01,26654.35
stockK,42704.46,26857.25,48746.80,37233.80
stockL,30922.36,25798.26,31883.14,30539.48
stockA,32557.20,32479.86,33288.81,33235.05
stockS,52481.59,44721.59,60484.45,51231.87
stockW,41522.51,41154.91,41859.11,41540.85
stockK,35507.73,33340.39,47098.16,38775.84
stockD,56172.73,46185.60,56986.67,48832.33
stockF,45211.08,41788.84,47031.21,42712.79
stockB,46472.83,28164.16,52448.94,37598.10
stockM,35406.89,30494.80,44841.25,38531.97
stockX,28062.03,25168.64,28739.98,26686.47
stockO,28271.09,24453.83,29390.14,25874.21
stockO,38418.13,30070.97,39512.41,37520.45
stockH,40136.73,36493.63,44469.73,36761.68
stockJ,41741.84,31749.05,47186.97,41637.84
stockB,36695.39,35794.98,38556.36,37831.64
stockA,40020.22,36647.70,45486.97,41123.12
stockP,33040.94,30842.38,36724.63,35271.06
stockC,41380.71,30007.12,58339.81,30342.81
stockF,20226.02,12944.71,23482.19,14790.01
stockK,34639.77,30399.26,38679.20,33858.44
stockH,36828.21,29623.12,41500.92,33194.72
stockH,39517.62,36132.75,45117.51,44362.48
stockG,44732.22,28929.73,52663.40,48042.02
stockU,44725.34,35982.00,45115.58,44991.56
stockM,30763.06,26935.30,41005.25,34405.90
stockD,29236.61,16946.64,39760.09,30709.79
stockA,26054.24,19225.10,39406.83,30078.45
stockT,51017.88,36105.52,51822.32,42108.45
stockM,36030.99,34508.70,39020.44,37549.51
stockS,44313.83,38367.08,50986.34,46797.65
stockT,31841.63,31663.50,31842.42,31668.09
stockW,28843.39,28614.33,33856.61,31653.81
stockX,29696.24,23562.65,39433.15,24559.75
stockJ,29080.01,25083.39,34412.24,25381.40
stockZ,28498.54,26097.04,35752.42,27430.21
stockS,40282.92,40190.57,41232.07,40384.18
stockO,30228.99,26364.72,32835.11,30941.50
stockB,20198.82,17013.90,41079.25,40143.08
stockH,34083.85,28297.69,38826.19,33970.13
stockD,42154.03,27777.04,46790.25,34117.48
stockJ,45975.72,42163.50,46287.70,44626.53
stockF,58645.40,50681.43,70692.68,68409.21
stockX,47567.49,30964.69,50131.58,38983.35
stockP,45003.20,44531.92,45282.32,44573.06
stockR,17063.42,14268.41,71924.98,60956.15
stockP,6630.79,6569.92,33251.25,21340.03
stockE,39244.68,38777.18,43089.79,40697.77
stockP,28250.63,26903.72,42455.61,29008.71
stockF,31729.41,29502.20,51270.24,45715.27
stockB,38060.48,34504.39,38514.99,34626.47
stockS,51965.68,38716.10,57834.79,49063.33
stockW,39836.74,35084.98,47940.40,41265.16
stockF,50668.91,49850.54,52193.76,50445.11
stockJ,43516.82,34838.01,56883.12,49238.38
stockC,25783.17,4365.92,30775.76,14119.06
stockM,58489.41,58383.11,58529.32,58433.90
stockI,43861.88,36187.98,75614.03,72226.88
stockW,45617.69,33960.51,59964.66,56254.54
stockM,36079.27,36002.26,36870.27,36609.56
stockE,28756.61,25513.38,31204.27,30150.73
